Player,Year,Team,Position,Games_Played,Games_Started,Min_Played,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Tangela Smith,1998,SAC,C,28,10,707,113,279,.405,5,14,.357,108,265,.408,.414,40,54,.741,45,129,31,17,46,46,78,271
Leila Sobral,1998,WAS,F,14,0,71,6,25,.240,3,11,.273,3,14,.214,.300,9,13,.692,3,10,6,5,2,9,14,24
Rachael Sporn,1998,DET,F,30,1,535,60,147,.408,0,0,,60,147,.408,.408,16,34,.471,51,108,38,8,12,34,58,136
Maria Stepanova,1998,PHO,C,20,0,130,26,61,.426,0,0,,26,61,.426,.426,14,22,.636,17,38,7,3,11,9,29,66
Rehema Stephens,1998,SAC,G,8,0,81,11,41,.268,2,12,.167,9,29,.310,.293,2,4,.500,7,10,4,2,0,11,8,26
Andrea Stinson,1998,CHA,G,30,30,1046,173,414,.418,29,103,.282,144,311,.463,.453,75,100,.750,29,138,134,54,15,77,72,450
Tora Suber,1998,CHA,G,30,12,682,58,185,.314,36,116,.310,22,69,.319,.411,29,46,.630,12,53,86,30,1,44,55,181
Sheryl Swoopes,1998,HOU,F-G,29,29,937,173,405,.427,36,100,.360,137,305,.449,.472,71,86,.826,39,149,62,72,14,58,42,453
Alicia Thompson,1998,NYL,F,19,0,126,9,39,.231,1,1,1.000,8,38,.211,.244,12,19,.632,7,24,4,1,2,8,12,31
Tina Thompson,1998,HOU,F,27,27,874,121,289,.419,37,103,.359,84,186,.452,.483,63,74,.851,65,192,24,31,25,47,89,342
Michele Timms,1998,PHO,G,30,30,934,71,223,.318,31,104,.298,40,119,.336,.388,34,49,.694,18,74,158,38,4,69,76,207
Penny Toler,1998,LAS,G,30,30,945,145,349,.415,25,60,.417,120,289,.415,.451,55,74,.743,37,106,143,32,3,101,77,370
Chantel Tremitiere,1998,UTA,G,28,18,709,48,132,.364,18,49,.367,30,83,.361,.432,41,54,.759,13,62,102,22,2,42,53,155
Trena Trice,1998,NYL,F-C,10,0,77,7,17,.412,0,0,,7,17,.412,.412,7,11,.636,7,18,1,0,3,7,12,21
Mfon Udoka,1998,DET,F,3,0,25,1,6,.167,0,0,,1,6,.167,.167,2,4,.500,1,3,0,0,0,1,3,4
Amaya Valdemoro,1998,HOU,F,16,0,61,8,16,.500,2,5,.400,6,11,.545,.563,12,17,.706,2,10,7,7,1,17,8,30
Sandra Van Embricqs,1998,LAS,F-C,28,2,470,43,89,.483,0,0,,43,89,.483,.483,8,16,.500,34,75,16,24,9,19,57,94
Coquese Washington,1998,NYL,G,28,0,226,15,51,.294,5,21,.238,10,30,.333,.343,18,26,.692,5,26,44,17,0,37,31,53
Teresa Weatherspoon,1998,NYL,G,30,30,1002,73,188,.388,16,49,.327,57,139,.410,.431,42,69,.609,20,120,191,100,0,96,85,204
Umeki Webb,1998,PHO,G-F,30,30,846,59,161,.366,4,14,.286,55,147,.374,.379,39,59,.661,47,116,92,47,21,41,105,161
Sue Wicks,1998,NYL,F,30,0,444,46,107,.430,0,3,.000,46,104,.442,.430,36,45,.800,40,83,36,16,10,48,66,128
Jamila Wideman,1998,LAS,G,25,0,329,12,43,.279,3,12,.250,9,31,.290,.314,21,29,.724,5,22,57,10,1,34,28,48
Kim Williams,1998,UTA,G,30,10,543,91,223,.408,9,28,.321,82,195,.421,.428,36,49,.735,24,58,46,43,6,66,74,227
Rita Williams,1998,WAS,G,30,18,712,41,127,.323,12,55,.218,29,72,.403,.370,38,60,.633,13,68,69,63,2,69,51,132
Sophia Witherspoon,1998,NYL,G,30,30,898,144,359,.401,33,96,.344,111,263,.422,.447,92,117,.786,33,91,57,40,4,73,54,413
Lynette Woodard,1998,DET,G,27,8,383,36,93,.387,0,0,,36,93,.387,.387,23,40,.575,31,66,22,22,3,31,33,95
Tiffany Woosley,1998,HOU,G,18,0,96,7,23,.304,3,12,.250,4,11,.364,.370,5,7,.714,3,7,9,8,0,13,9,22
Haixia Zheng,1998,LAS,C,6,2,98,20,32,.625,0,0,,20,32,.625,.625,5,7,.714,8,26,3,0,1,6,11,45
Markita Aldridge,1999,WAS,G,31,2,379,29,94,.309,3,20,.150,26,74,.351,.324,20,33,.606,12,37,33,15,7,41,35,81
Mery Andrade,1999,CLE,F,32,1,364,23,59,.390,7,24,.292,16,35,.457,.449,18,26,.692,15,50,49,18,4,40,73,71
Janeth Arcain,1999,HOU,G,32,1,735,71,164,.433,11,44,.250,60,120,.500,.466,34,41,.829,32,91,38,30,2,39,63,187
Marlies Askamp,1999,PHO,C,30,30,781,95,197,.482,0,2,.000,95,195,.487,.482,93,114,.816,92,215,25,22,18,37,98,283
Angela Aycock,1999,PHO,G,8,0,30,0,4,.000,0,3,.000,0,1,.000,.000,4,4,1.000,0,1,3,2,0,6,5,4
Jennifer Azzi,1999,DET,G,28,19,838,93,181,.514,30,58,.517,63,123,.512,.597,86,104,.827,5,61,106,24,4,56,103,302
Tricia Bader Binford,1999,TOT,G,16,0,106,2,16,.125,1,10,.100,1,6,.167,.156,2,2,1.000,3,13,12,6,1,7,20,7
Elena Baranova,1999,UTA,F,29,19,572,60,148,.405,20,48,.417,40,100,.400,.473,33,41,.805,25,98,45,20,23,44,58,173
Adia Barnes,1999,MIN,F,19,0,91,7,23,.304,1,3,.333,6,20,.300,.326,6,12,.500,8,20,6,5,0,8,16,21
Cass Bauer-Bilodeau,1999,CHA,C,25,0,123,13,34,.382,0,1,.000,13,33,.394,.382,7,8,.875,4,20,4,1,1,13,20,33
Nina Bjedov,1999,LAS,C,27,0,431,52,100,.520,8,19,.421,44,81,.543,.560,9,18,.500,21,70,17,9,22,25,60,121
Debbie Black,1999,UTA,G,32,32,1014,62,163,.380,8,40,.200,54,123,.439,.405,31,50,.620,31,111,161,77,6,67,116,163
Cindy Blodgett,1999,SAC,G,12,0,34,3,13,.231,0,7,.000,3,6,.500,.231,5,9,.556,0,1,1,1,0,5,4,11
Ruthie Bolton,1999,SAC,G,31,30,970,143,393,.364,60,187,.321,83,206,.403,.440,75,94,.798,46,132,73,31,0,44,68,421
Carla Boyd,1999,DET,F,32,26,694,69,174,.397,17,51,.333,52,123,.423,.445,17,27,.630,25,72,51,24,8,54,84,172
Janice Braxton,1999,CLE,F,26,21,476,52,113,.460,1,8,.125,51,105,.486,.465,46,66,.697,26,111,33,19,13,34,53,151
Angie Braziel,1999,CHA,F,7,0,41,7,14,.500,0,0,,7,14,.500,.500,10,12,.833,1,11,3,2,0,2,6,24
Sandy Brondello,1999,DET,G,32,32,1002,152,347,.438,37,76,.487,115,271,.424,.491,83,98,.847,29,66,73,25,5,75,81,424
Cindy Brown,1999,TOT,F,30,21,646,57,178,.320,8,40,.200,49,138,.355,.343,56,81,.691,49,146,32,34,14,47,61,178
Lesley Brown,1999,DET,F,13,0,43,7,16,.438,1,2,.500,6,14,.429,.469,4,6,.667,2,9,2,1,1,6,10,19
Rushia Brown,1999,CLE,F,30,12,434,53,124,.427,0,1,.000,53,123,.431,.427,25,37,.676,31,87,20,19,10,34,60,131
Vicky Bullett,1999,CHA,F,32,32,1008,142,292,.486,10,27,.370,132,265,.498,.503,75,97,.773,60,219,50,62,45,60,77,369
Annie Burgess,1999,MIN,G,25,0,333,23,66,.348,11,24,.458,12,42,.286,.432,2,8,.250,14,38,36,8,0,20,19,59
Heather Burge,1999,SAC,C,13,0,28,3,7,.429,0,0,,3,7,.429,.429,1,5,.200,0,5,0,2,2,5,5,7
Linda Burgess,1999,SAC,F,27,0,233,33,76,.434,0,1,.000,33,75,.440,.434,31,41,.756,17,55,3,6,2,20,42,97
Alisa Burras,1999,CLE,C,31,22,563,103,191,.539,0,0,,103,191,.539,.539,26,47,.553,40,124,17,17,10,38,47,232
Latasha Byears,1999,SAC,G-F,32,32,705,130,242,.537,0,1,.000,130,241,.539,.537,35,62,.565,77,171,31,36,6,60,101,295
Edna Campbell,1999,PHO,G,28,24,750,95,261,.364,38,101,.376,57,160,.356,.437,40,56,.714,11,53,37,25,10,48,53,268
Michelle Campbell,1999,UTA,C,8,0,30,3,10,.300,0,1,.000,3,9,.333,.300,2,4,.500,0,6,2,0,0,4,4,8
Dominique Canty,1999,DET,G,26,11,646,76,229,.332,3,17,.176,73,212,.344,.338,94,136,.691,35,80,38,26,1,45,57,249
Sonia Chase,1999,CHA,G,13,0,58,3,16,.188,3,11,.273,0,5,.000,.281,2,2,1.000,2,5,5,4,0,2,9,11
Andrea Congreaves,1999,ORL,F-C,32,32,812,75,150,.500,15,41,.366,60,109,.550,.550,44,53,.830,40,101,34,24,7,49,84,209
Cynthia Cooper,1999,HOU,G,31,31,1101,212,458,.463,58,173,.335,154,285,.540,.526,204,229,.891,17,87,162,43,11,104,61,686
Clarissa Davis-Wrightsil,1999,PHO,F,14,9,259,52,120,.433,10,33,.303,42,87,.483,.475,16,24,.667,15,38,20,12,4,22,39,130
Tamecka Dixon,1999,LAS,G,32,14,563,77,199,.387,15,48,.313,62,151,.411,.425,48,65,.738,17,66,53,17,4,39,42,217
Margo Dydek,1999,UTA,C,32,28,733,141,283,.498,7,20,.350,134,263,.510,.511,114,133,.857,38,204,59,13,77,91,112,403
Michelle Edwards,1999,CLE,G,31,28,745,88,245,.359,15,69,.217,73,176,.415,.390,45,65,.692,6,72,82,26,8,72,58,236
Tonya Edwards,1999,MIN,G,32,32,1031,165,462,.357,66,192,.344,99,270,.367,.429,79,98,.806,15,112,84,27,13,68,104,475
Shalonda Enis,1999,WAS,F-C,29,26,844,83,228,.364,11,40,.275,72,188,.383,.388,39,57,.684,53,157,47,23,4,60,82,216
Trisha Fallon,1999,MIN,G-F,26,0,281,24,80,.300,6,17,.353,18,63,.286,.338,23,31,.742,9,22,22,11,6,16,30,77
Allison Feaster,1999,LAS,F,32,4,410,51,103,.495,21,57,.368,30,46,.652,.597,39,57,.684,28,58,32,15,7,28,51,162
Ukari Figgs,1999,LAS,G,22,10,330,30,82,.366,14,47,.298,16,35,.457,.451,21,24,.875,8,35,33,15,0,31,27,95
Kristin Folkl,1999,MIN,F,32,1,518,67,140,.479,2,14,.143,65,126,.516,.486,21,39,.538,41,116,23,14,12,23,68,157
Kisha Ford,1999,ORL,G-F,8,0,45,1,5,.200,0,1,.000,1,4,.250,.200,2,2,1.000,4,6,0,2,2,1,10,4
Toni Foster,1999,PHO,F-C,10,0,42,7,12,.583,0,0,,7,12,.583,.583,11,16,.688,4,8,1,0,1,4,6,25
La'Keshia Frett,1999,LAS,F,31,18,658,77,162,.475,0,0,,77,162,.475,.475,34,43,.791,48,94,63,9,5,26,42,188
Jennifer Gillom,1999,PHO,F-C,32,32,1095,163,428,.381,18,72,.250,145,356,.407,.402,141,177,.797,53,184,54,37,7,87,105,485
Adrienne Goodson,1999,UTA,F,32,31,1068,182,427,.426,13,53,.245,169,374,.452,.441,99,129,.767,71,138,87,27,8,98,76,476
Yolanda Griffith,1999,SAC,C-F,29,29,979,200,370,.541,0,1,.000,200,369,.542,.541,145,235,.617,141,329,45,73,54,66,91,545
Lady Grooms,1999,SAC,F,32,1,450,27,72,.375,0,2,.000,27,70,.386,.375,44,63,.698,23,54,39,11,2,36,21,98
Gordana Grubin,1999,LAS,G,32,18,708,96,238,.403,40,93,.430,56,145,.386,.487,52,68,.765,18,72,90,24,2,53,53,284
Wanda Guyton,1999,DET,C,11,0,98,4,17,.235,0,0,,4,17,.235,.235,13,16,.813,8,26,2,2,2,10,21,21
Becky Hammon,1999,NYL,G,30,0,202,27,64,.422,11,38,.289,16,26,.615,.508,15,17,.882,2,19,17,6,0,24,27,80
Kym Hampton,1999,NYL,C,32,32,856,112,260,.431,1,2,.500,111,258,.430,.433,68,91,.747,61,179,22,22,18,51,110,293
Lisa Harrison,1999,PHO,F,32,23,828,81,170,.476,1,9,.111,80,161,.497,.479,30,44,.682,47,130,52,23,5,35,65,193
Kristi Harrower,1999,PHO,G,32,3,666,36,99,.364,12,43,.279,24,56,.429,.424,59,73,.808,9,63,96,25,4,45,45,143
Tracy Henderson,1999,CLE,C,27,0,308,27,87,.310,0,0,,27,87,.310,.310,17,29,.586,28,79,9,9,20,25,45,71
Sonja Henning,1999,HOU,G,32,32,798,52,117,.444,13,41,.317,39,76,.513,.500,11,18,.611,22,80,74,34,7,29,60,128
Korie Hlede,1999,TOT,G,32,11,685,111,267,.416,21,53,.396,90,214,.421,.455,72,82,.878,31,85,53,30,3,54,83,315
Chamique Holdsclaw,1999,WAS,F,31,30,1061,202,462,.437,5,29,.172,197,433,.455,.443,116,150,.773,74,246,74,37,27,108,67,525
Kedra Holland-Corn,1999,SAC,G,32,32,1034,123,321,.383,57,167,.341,66,154,.429,.472,76,108,.704,24,68,51,63,10,72,100,379
Jennifer Howard,1999,CLE,G,4,0,15,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,0,0,0,0,3,2,0
Dalma Ivanyi,1999,UTA,G,14,1,67,4,12,.333,0,4,.000,4,8,.500,.333,3,4,.750,3,5,7,4,0,11,18,11
Tammy Jackson,1999,HOU,F-C,28,0,382,24,58,.414,1,1,1.000,23,57,.404,.422,25,35,.714,45,91,7,15,20,26,75,74
Adrienne Johnson,1999,ORL,G,29,0,224,25,62,.403,1,8,.125,24,54,.444,.411,6,9,.667,12,28,14,5,2,14,21,57
LaTonya Johnson,1999,UTA,F,31,18,718,66,181,.365,24,82,.293,42,99,.424,.431,47,58,.810,14,54,50,21,8,40,65,203
Niesa Johnson,1999,CHA,G,31,0,296,15,50,.300,6,23,.261,9,27,.333,.360,11,12,.917,3,18,43,10,2,27,19,47
Shannon Johnson,1999,ORL,G,32,32,1147,151,338,.447,40,110,.364,111,228,.487,.506,105,153,.686,44,150,141,54,12,121,79,447
Vickie Johnson,1999,NYL,G-F,32,32,1082,165,394,.419,25,71,.352,140,323,.433,.451,72,86,.837,43,142,106,44,1,66,77,427
Kellie Jolly Harper,1999,CLE,G,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,1,0,0,2,0,0
Merlakia Jones,1999,CLE,G,32,8,853,141,325,.434,5,18,.278,136,307,.443,.442,60,78,.769,47,122,51,41,5,66,81,347
Andrea Kuklova,1999,PHO,G-F,5,0,13,0,3,.000,0,0,,0,3,.000,.000,0,0,,0,0,0,0,0,1,2,0
Venus Lacy,1999,NYL,C,17,0,111,10,24,.417,0,0,,10,24,.417,.417,12,15,.800,7,20,1,3,4,14,24,32
Monica Lamb,1999,HOU,C,3,0,36,4,10,.400,0,0,,4,10,.400,.400,5,6,.833,3,6,0,0,2,1,6,13
MerleLynn Lange-Harris,1999,PHO,F-C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,0,0,0,0,1,0
Krystyna Lara,1999,UTA,G,25,0,204,23,68,.338,10,33,.303,13,35,.371,.412,6,6,1.000,1,13,23,10,2,36,29,62
Lisa Leslie,1999,LAS,C,32,32,930,182,389,.468,22,52,.423,160,337,.475,.496,114,156,.731,72,248,56,36,49,94,136,500
Andrea Lloyd Curry,1999,MIN,F,32,31,899,75,200,.375,30,90,.333,45,110,.409,.450,34,45,.756,38,138,91,30,12,62,92,214
Rebecca Lobo,1999,NYL,C,1,1,1,0,0,,0,0,,0,0,,,0,0,,1,1,0,0,0,1,0,0
Mwadi Mabika,1999,LAS,G,32,28,938,125,336,.372,41,146,.281,84,190,.442,.433,56,78,.718,42,153,112,44,15,58,100,347
Clarisse Machanguana,1999,LAS,C-F,28,0,245,24,49,.490,0,0,,24,49,.490,.490,26,36,.722,16,52,9,8,3,14,34,74
Sharon Manning,1999,CHA,F-C,32,6,521,57,113,.504,1,1,1.000,56,112,.500,.509,24,46,.522,37,114,17,28,4,27,51,139
Rhonda Mapp,1999,CHA,C,30,26,790,118,236,.500,1,9,.111,117,227,.515,.502,49,68,.721,48,193,56,25,13,60,102,286
Monica Maxwell,1999,WAS,F,20,0,141,11,50,.220,7,33,.212,4,17,.235,.290,5,9,.556,3,22,10,5,1,11,9,34
Stephanie White,1999,CHA,G-F,30,5,563,53,130,.408,23,65,.354,30,65,.462,.496,30,33,.909,16,49,52,19,2,38,47,159
Suzie McConnell Serio,1999,CLE,G,18,18,511,36,98,.367,20,60,.333,16,38,.421,.469,16,19,.842,4,43,76,10,2,54,31,108
Nikki McCray,1999,WAS,G,32,32,1043,193,455,.424,46,153,.301,147,302,.487,.475,129,160,.806,35,86,78,34,1,107,86,561
Carla McGhee,1999,ORL,F,30,0,234,15,47,.319,0,0,,15,47,.319,.319,15,18,.833,22,46,8,8,3,22,38,45
Taj McWilliams-Franklin,1999,ORL,F-C,32,32,1042,153,319,.480,20,45,.444,133,274,.485,.511,94,141,.667,81,239,51,57,38,80,96,420
Chasity Melvin,1999,CLE,C-F,32,9,709,95,218,.436,1,1,1.000,94,217,.433,.438,68,98,.694,53,127,38,20,22,42,93,259
DeLisha Milton-Jones,1999,LAS,F,32,32,835,125,236,.530,0,1,.000,125,235,.532,.530,68,86,.791,60,176,50,47,17,71,112,318
Penny Moore,1999,WAS,F,4,0,19,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,1,0,0,1,4,1,2
Yolanda Moore,1999,ORL,F-C,23,0,114,10,21,.476,0,1,.000,10,20,.500,.476,6,12,.500,4,13,1,4,0,13,21,26
Andrea Nagy,1999,WAS,G,32,32,947,54,132,.409,9,33,.273,45,99,.455,.443,45,59,.763,11,78,146,31,3,83,111,162
Astou Ndiaye-Diatta,1999,DET,F,31,1,438,70,160,.438,0,1,.000,70,159,.440,.438,24,39,.615,25,99,17,11,18,32,51,164
Eva Nemcova,1999,CLE,F,31,28,925,124,296,.419,34,93,.366,90,203,.443,.476,62,63,.984,27,114,50,31,22,81,50,344
Claudia Neves,1999,DET,G,30,0,306,25,95,.263,14,60,.233,11,35,.314,.337,12,19,.632,8,23,29,16,0,23,32,76
Mila Nikolich,1999,HOU,F,7,0,29,4,11,.364,1,4,.250,3,7,.429,.409,1,2,.500,3,5,1,0,0,3,3,10
Vanessa Nygaard,1999,CLE,F,4,0,20,1,2,.500,1,2,.500,0,0,,.750,0,0,,1,3,1,2,0,2,4,3
Heather Owen,1999,WAS,F-C,17,0,235,10,25,.400,0,0,,10,25,.400,.400,16,23,.696,11,38,7,2,4,15,42,36
Murriel Page,1999,WAS,F,32,26,916,105,183,.574,0,0,,105,183,.574,.574,71,104,.683,68,213,28,24,30,49,103,281
Wendy Palmer,1999,TOT,F,31,14,741,104,241,.432,13,46,.283,91,195,.467,.459,86,123,.699,50,188,42,9,12,58,101,307
Ticha Penicheiro,1999,SAC,G,32,32,1120,71,222,.320,6,38,.158,65,184,.353,.333,87,131,.664,29,155,226,67,5,135,87,235
Bridget Pettis,1999,PHO,G,32,8,541,65,214,.304,22,98,.224,43,116,.371,.355,29,47,.617,29,59,45,26,2,30,57,181
Tari Phillips,1999,ORL,F-C,32,0,335,52,128,.406,0,3,.000,52,125,.416,.406,26,54,.481,26,66,9,19,8,48,54,130
Angie Potthoff,1999,MIN,F,32,25,710,53,140,.379,3,18,.167,50,122,.410,.389,18,33,.545,26,85,37,24,5,35,84,127
Elaine Powell,1999,ORL,G,18,0,256,17,33,.515,1,9,.111,16,24,.667,.530,12,22,.545,9,23,32,9,4,19,22,47
Brandy Reed,1999,MIN,F,25,24,757,168,366,.459,13,38,.342,155,328,.473,.477,53,70,.757,55,151,64,29,17,63,57,402
Tracy Reid,1999,CHA,F,10,3,154,21,49,.429,0,1,.000,21,48,.438,.429,6,14,.429,7,23,9,1,2,17,12,48
Jennifer Rizzotti,1999,HOU,G,25,0,242,14,40,.350,7,26,.269,7,14,.500,.438,7,12,.583,2,27,19,18,1,16,21,42
Nyree Roberts,1999,TOT,C,12,0,79,6,11,.545,0,0,,6,11,.545,.545,5,9,.556,3,12,1,5,1,11,5,17
Crystal Robinson,1999,NYL,F,32,9,901,125,285,.439,76,174,.437,49,111,.441,.572,49,58,.845,38,89,49,44,11,46,78,375
Nykesha Sales,1999,ORL,F-G,32,32,1039,153,397,.385,36,109,.330,117,288,.406,.431,95,118,.805,44,135,91,69,8,69,97,437
Sheri Sam,1999,ORL,G-F,32,32,1088,134,345,.388,41,125,.328,93,220,.423,.448,55,80,.688,39,146,77,41,9,64,112,364
Alessandra Santos de Oliveira,1999,WAS,C,13,6,216,22,39,.564,0,0,,22,39,.564,.564,7,22,.318,19,42,1,1,2,16,25,51
Olympia Scott,1999,TOT,C,12,0,88,9,28,.321,0,0,,9,28,.321,.321,7,12,.583,8,20,5,1,3,8,21,25
Christy Smith,1999,CHA,G,4,0,19,3,4,.750,2,3,.667,1,1,1.000,1.000,5,6,.833,0,1,1,1,0,1,3,13
Charlotte Smith,1999,CHA,F,32,24,746,62,188,.330,8,56,.143,54,132,.409,.351,41,58,.707,46,115,58,10,7,50,87,173
Charmin Smith,1999,MIN,G,13,0,56,1,9,.111,0,4,.000,1,5,.200,.111,8,10,.800,2,9,2,1,0,5,10,10
Katie Smith,1999,MIN,G,30,29,971,113,292,.387,52,136,.382,61,156,.391,.476,72,94,.766,42,88,60,19,10,55,106,350
Tangela Smith,1999,SAC,C,31,3,632,104,235,.443,1,2,.500,103,233,.442,.445,47,72,.653,46,119,17,26,38,38,72,256
Rachael Sporn,1999,DET,F,18,10,340,44,94,.468,0,1,.000,44,93,.473,.468,18,28,.643,26,59,27,15,4,16,45,106
Dawn Staley,1999,CHA,G,32,32,1065,125,301,.415,33,104,.317,92,197,.467,.470,85,91,.934,12,72,177,38,3,90,71,368
Kate Starbird,1999,SAC,F-G,24,1,215,12,55,.218,2,15,.133,10,40,.250,.236,22,27,.815,9,23,14,13,4,17,23,48
Maria Stepanova,1999,PHO,C,32,2,554,96,198,.485,1,1,1.000,95,197,.482,.487,55,88,.625,62,164,24,13,62,43,86,248
Valerie Still,1999,WAS,F,23,6,282,12,49,.245,0,3,.000,12,46,.261,.245,7,19,.368,16,43,6,4,4,20,38,31
Andrea Stinson,1999,CHA,G,32,32,1041,174,378,.460,21,68,.309,153,310,.494,.488,65,88,.739,32,113,93,32,18,67,56,434
Tora Suber,1999,ORL,G,25,0,114,7,24,.292,1,9,.111,6,15,.400,.313,5,10,.500,4,13,9,5,0,10,14,20
Sheryl Swoopes,1999,HOU,F-G,32,32,1100,226,489,.462,33,98,.337,193,391,.494,.496,100,122,.820,48,202,127,76,46,83,57,585
Sonja Tate,1999,MIN,G,32,18,828,52,147,.354,16,67,.239,36,80,.450,.408,23,30,.767,48,127,100,36,3,65,84,143
Tina Thompson,1999,HOU,F,32,32,1074,142,339,.419,39,111,.351,103,228,.452,.476,68,87,.782,67,206,28,31,31,72,95,391
Michele Timms,1999,PHO,G,30,29,804,68,192,.354,31,89,.348,37,103,.359,.435,38,49,.776,17,79,151,43,7,89,87,205
Penny Toler,1999,LAS,G,30,4,427,51,150,.340,2,13,.154,49,137,.358,.347,39,45,.867,12,43,66,13,0,40,36,143
Elena Tornikidou,1999,DET,F,11,0,86,9,23,.391,0,0,,9,23,.391,.391,2,6,.333,3,9,8,1,1,11,8,20
Chantel Tremitiere,1999,UTA,G,20,0,191,9,29,.310,2,8,.250,7,21,.333,.345,1,1,1.000,3,19,22,6,0,13,28,21
Polina Tzekova,1999,HOU,C,32,32,778,76,177,.429,11,44,.250,65,133,.489,.460,31,40,.775,54,163,32,13,19,52,118,194
Amaya Valdemoro,1999,HOU,F,17,0,92,13,35,.371,2,5,.400,11,30,.367,.400,12,16,.750,4,13,9,11,0,12,16,40
Michele Van Gorp,1999,NYL,C,21,0,117,8,24,.333,0,0,,8,24,.333,.333,4,5,.800,5,17,7,1,3,3,23,20
Coquese Washington,1999,NYL,G,19,0,77,5,18,.278,0,5,.000,5,13,.385,.278,2,2,1.000,1,7,15,9,0,13,15,12
Teresa Weatherspoon,1999,NYL,G,32,32,1086,80,190,.421,31,82,.378,49,108,.454,.503,38,56,.679,22,104,205,78,3,80,91,229
Val Whiting-Raymond,1999,DET,C-F,31,20,764,76,200,.380,0,0,,76,200,.380,.380,50,110,.455,66,207,49,40,31,46,84,202
Tamika Whitmore,1999,NYL,F,27,1,573,80,184,.435,1,8,.125,79,176,.449,.438,53,78,.679,43,96,18,16,6,56,78,214
Jennifer Whittle,1999,WAS,C,3,0,18,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,3,0,1,1,5,1,0
Sue Wicks,1999,NYL,F,32,30,938,91,226,.403,2,15,.133,89,211,.422,.407,32,52,.615,76,223,45,41,43,63,123,216
Jamila Wideman,1999,CLE,G,26,13,401,21,77,.273,3,22,.136,18,55,.327,.292,11,17,.647,8,34,51,20,0,40,22,56
Natalie Williams,1999,UTA,C,28,26,954,180,347,.519,0,2,.000,180,345,.522,.519,144,191,.754,109,257,25,38,22,68,108,504
Rita Williams,1999,WAS,G,31,0,312,31,62,.500,19,34,.559,12,28,.429,.653,23,36,.639,7,37,30,21,1,26,41,104
Amanda Wilson,1999,PHO,F,12,0,34,4,12,.333,1,5,.200,3,7,.429,.375,3,3,1.000,4,6,2,1,1,2,3,12
Sophia Witherspoon,1999,NYL,G,32,23,581,97,245,.396,28,78,.359,69,167,.413,.453,49,69,.710,20,47,37,33,2,48,54,271
Kara Wolters,1999,HOU,C,10,0,41,3,13,.231,0,0,,3,13,.231,.231,10,12,.833,5,12,2,1,0,3,11,16
Markita Aldridge,2000,WAS,G,29,0,272,25,54,.463,6,12,.500,19,42,.452,.519,7,22,.318,8,24,28,9,4,27,30,63
Keisha Anderson,2000,WAS,G,30,9,434,29,68,.426,3,8,.375,26,60,.433,.449,14,18,.778,12,46,75,25,3,47,53,75
Mery Andrade,2000,CLE,F,32,18,797,89,195,.456,27,75,.360,62,120,.517,.526,60,80,.750,32,95,75,41,10,65,91,265
Janeth Arcain,2000,HOU,G,32,32,977,109,233,.468,9,45,.200,100,188,.532,.487,41,49,.837,36,119,60,42,3,53,66,268
Marlies Askamp,2000,MIA,C,32,32,869,85,209,.407,1,2,.500,84,207,.406,.409,80,117,.684,96,231,29,17,21,49,95,251
Angela Aycock,2000,TOT,G,4,0,13,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,1,5,4,0,0,0,3,0
Jennifer Azzi,2000,UTA,G,15,15,559,47,104,.452,10,24,.417,37,80,.463,.500,40,43,.930,5,41,92,12,5,28,43,144
Tricia Bader Binford,2000,CLE,G,25,0,201,17,48,.354,8,24,.333,9,24,.375,.438,5,6,.833,2,11,21,17,1,18,16,47
Rhonda Banchero,2000,SAC,C,9,0,21,2,7,.286,0,2,.000,2,5,.400,.286,2,4,.500,2,3,1,0,0,2,3,6
Adia Barnes,2000,CLE,F,5,0,18,3,5,.600,0,1,.000,3,4,.750,.600,2,4,.500,2,2,4,0,0,2,2,8
Quacy Barnes,2000,SEA,C,31,23,705,89,213,.418,1,9,.111,88,204,.431,.420,30,56,.536,27,84,33,19,33,62,103,209
Cass Bauer-Bilodeau,2000,CHA,C,29,18,398,29,72,.403,0,1,.000,29,71,.408,.403,18,21,.857,20,56,14,8,3,28,72,76
Tully Bevilaqua,2000,POR,G,32,32,796,40,112,.357,17,60,.283,23,52,.442,.433,56,72,.778,19,95,89,41,6,66,93,153
Jessica Bibby,2000,NYL,G,17,0,69,3,18,.167,2,6,.333,1,12,.083,.222,11,13,.846,3,5,11,3,0,12,9,19
Debbie Black,2000,MIA,G,32,32,820,57,150,.380,9,42,.214,48,108,.444,.410,29,42,.690,23,92,98,58,1,50,86,152
Cindy Blodgett,2000,SAC,G,20,0,133,20,50,.400,8,28,.286,12,22,.545,.480,4,6,.667,1,9,3,8,1,13,9,52
Ruthie Bolton,2000,SAC,G,29,29,868,133,368,.361,50,160,.313,83,208,.399,.429,64,84,.762,42,106,57,34,1,45,60,380
