Player,Year,Team,Position,Games_Played,Min_Played,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Tamika Williams,2002,MIN,F,31,1023,18.3,.585,.050,.489,13.2,15.5,11.3,2.6,1.2,21.6,16.9,2.1,1.6,3.7,.144
Sophia Witherspoon,2002,LAS,G,31,358,17.9,.582,.568,.390,3.3,5.0,14.7,2.0,0.5,13.7,20.7,1.4,0.4,1.7,.194
Kara Wolters,2002,SAC,C,14,78,7.1,.370,.000,.357,13.2,19.2,8.1,0.0,3.4,15.6,24.1,-0.2,0.1,-0.1,-0.045
Brooke Wyckoff,2002,ORL,F,32,514,8.2,.413,.526,.074,7.1,11.7,11.1,2.1,3.2,23.4,12.3,-0.3,0.5,0.2,.019
Lindsey Yamasaki,2002,MIA,G-F,15,147,12.7,.549,.395,.233,2.7,7.2,13.1,1.6,0.7,17.4,20.0,0.2,0.1,0.3,.080
Carolyn Young,2002,POR,G,19,186,12.0,.491,.297,.324,3.5,5.0,12.9,1.2,0.0,17.6,26.5,0.1,0.1,0.2,.037
Marlies Askamp,2002,TOT,C,26,287,12.4,.474,.015,.385,13.9,13.2,4.4,2.3,1.5,13.6,14.4,0.3,0.4,0.8,.109
Katryna Gaither,2002,TOT,C,2,6,-16.2,.000,.000,.000,0.0,10.3,24.2,0.0,0.0,50.0,15.4,-0.1,0.0,0.0,-0.285
Sonja Henning,2002,TOT,G,31,728,6.4,.385,.216,.203,3.2,7.5,16.2,2.6,0.9,34.8,8.6,-0.8,1.6,0.8,.042
Amanda Lassiter,2002,TOT,F,30,600,9.3,.428,.507,.136,5.1,7.5,17.8,2.8,3.1,25.6,16.2,-0.6,1.0,0.4,.029
Betty Lennox,2002,TOT,G,31,719,12.5,.443,.434,.192,3.7,8.7,20.6,2.5,0.7,17.6,33.3,-1.1,0.9,-0.2,-0.012
Tamara Moore,2002,TOT,G,31,736,11.6,.498,.391,.320,4.4,7.8,25.5,2.4,1.1,27.4,21.3,-0.1,0.8,0.7,.039
Wendy Palmer,2002,TOT,F,32,965,16.5,.533,.399,.306,6.2,12.6,9.0,2.1,0.7,14.3,19.8,2.0,1.1,3.0,.126
Elaine Powell,2002,TOT,G,30,705,15.8,.474,.150,.300,5.9,8.6,27.0,3.5,1.5,22.2,21.8,0.1,0.9,1.0,.056
Semeka Randall,2002,TOT,G,29,593,12.5,.461,.121,.462,8.9,9.7,12.1,2.3,0.3,18.1,20.5,0.3,0.7,1.0,.067
Kate Starbird,2002,TOT,F-G,24,274,13.4,.519,.275,.232,1.4,6.1,13.4,3.1,2.4,14.6,15.5,0.4,0.4,0.9,.125
Coquese Washington,2002,TOT,G,32,674,11.0,.478,.433,.183,2.8,7.3,23.1,3.2,0.3,25.3,13.2,0.3,1.2,1.4,.086
Rita Williams,2002,TOT,G,29,569,9.5,.420,.500,.301,2.4,5.1,17.8,3.4,0.3,19.1,18.4,-0.3,0.6,0.2,.017
Oksana Zakaluzhnaya,2002,TOT,C,8,47,-2.9,.372,.000,.444,0.0,4.3,0.0,0.0,1.8,27.1,15.2,-0.2,0.0,-0.2,-0.163
Svetlana Abrosimova,2003,MIN,F,30,792,15.8,.485,.288,.344,7.5,11.8,20.8,3.2,1.2,21.5,25.7,0.4,1.1,1.5,.076
Jordan Adams,2003,MIN,C,10,96,12.7,.487,.364,.061,14.1,15.9,8.3,1.2,2.6,22.8,22.3,0.0,0.1,0.1,.032
Mactabene Amachree,2003,SEA,F,7,47,5.1,.340,.000,.400,11.3,19.3,0.0,6.3,3.6,43.4,21.9,-0.4,0.2,-0.2,-0.163
Chantelle Anderson,2003,SAC,C,26,171,3.6,.426,.000,.273,5.1,8.9,5.6,1.7,2.6,25.6,18.6,-0.5,0.3,-0.2,-0.043
Janeth Arcain,2003,HOU,G,34,1136,16.5,.534,.114,.290,3.0,8.0,12.5,2.2,0.1,12.0,19.0,2.6,1.8,4.3,.152
Leigh Aziz,2003,IND,F,7,44,5.1,.317,.000,.286,6.2,14.2,4.4,0.0,8.4,16.0,21.5,-0.2,0.0,-0.1,-0.111
Jennifer Azzi,2003,SAS,G,34,1136,10.3,.543,.460,.308,1.1,4.7,19.3,1.3,0.6,20.3,12.4,1.4,0.5,1.8,.064
Elena Baranova,2003,NYL,F,33,850,18.1,.510,.354,.136,7.2,14.4,15.8,2.5,4.6,18.5,20.5,0.8,1.6,2.4,.112
LaQuanda Barksdale,2003,SAS,G,26,168,6.5,.369,.658,.025,5.7,11.6,6.5,0.3,1.4,11.1,25.1,-0.4,0.1,-0.2,-0.055
Adia Barnes,2003,SEA,F,16,396,11.4,.472,.369,.250,8.7,10.6,10.2,1.6,1.5,16.2,13.9,0.4,0.4,0.8,.083
Lucienne Berthieu,2003,CLE,F-C,22,201,17.1,.581,.019,.885,12.9,13.8,6.5,3.0,1.7,23.3,23.5,0.3,0.4,0.7,.140
Tully Bevilaqua,2003,SEA,G,31,252,11.5,.481,.412,.412,4.7,6.7,21.8,3.3,0.3,24.9,15.8,0.2,0.3,0.5,.076
Sue Bird,2003,SEA,G,34,1136,19.2,.527,.380,.188,2.6,6.4,37.9,2.5,0.1,21.6,22.2,2.8,1.1,3.9,.139
Debbie Black,2003,CON,G,34,373,10.3,.382,.044,.132,5.2,8.3,21.9,3.1,0.5,20.0,11.8,0.0,0.4,0.3,.037
Octavia Blue,2003,HOU,F,16,37,0.5,.347,.000,1.000,3.8,3.6,9.3,0.0,0.0,25.8,10.9,-0.1,0.0,-0.1,-0.060
Ruthie Bolton,2003,SAC,G,33,521,10.6,.400,.560,.149,3.6,6.9,12.8,3.6,0.3,10.1,19.1,-0.1,1.1,1.0,.076
Sandy Brondello,2003,SEA,G,34,975,11.6,.474,.170,.110,2.6,3.7,13.4,1.9,0.2,11.1,16.9,1.3,0.4,1.7,.071
Coretta Brown,2003,IND,G,30,522,13.6,.521,.610,.201,2.9,5.5,12.0,2.4,0.7,16.8,20.7,0.7,0.1,0.8,.065
Edwina Brown,2003,PHO,G-F,34,524,9.1,.344,.020,.289,6.6,8.9,23.7,3.3,1.2,21.5,20.5,-1.4,0.9,-0.5,-0.037
Kiesha Brown,2003,WAS,G,27,269,8.2,.409,.458,.042,2.6,7.4,18.5,2.8,0.3,23.1,16.9,-0.4,0.1,-0.3,-0.041
Rushia Brown,2003,CHA,F,34,483,11.6,.496,.017,.198,10.0,11.9,7.1,3.8,1.9,21.7,17.3,0.1,0.7,0.8,.066
Marla Brumfield,2003,CHA,G,25,123,7.4,.483,.188,.375,1.2,5.6,21.7,0.5,0.7,24.4,10.4,0.1,0.0,0.1,.037
Annie Burgess,2003,WAS,G,34,841,9.2,.452,.433,.187,3.4,5.9,22.5,1.8,0.1,26.4,11.2,0.1,-0.2,0.0,-0.001
Alisa Burras,2003,SEA,C,27,270,10.3,.512,.000,.360,13.3,14.6,3.6,1.1,1.6,22.3,20.6,0.1,0.3,0.4,.055
Janell Burse,2003,MIN,C,29,438,20.1,.554,.013,.452,12.4,16.3,9.3,1.7,5.4,18.4,25.4,1.1,0.7,1.8,.163
Latasha Byears,2003,LAS,G-F,5,72,17.0,.469,.040,.440,20.4,17.9,5.5,0.0,2.4,6.3,21.0,0.2,0.1,0.3,.166
Edna Campbell,2003,SAC,G,34,724,13.4,.516,.455,.135,2.9,6.1,12.0,1.7,0.6,14.3,20.0,0.9,1.0,1.9,.106
Dominique Canty,2003,HOU,G,32,648,11.8,.463,.007,.641,7.8,10.3,16.6,2.0,0.1,20.9,18.8,0.1,1.0,1.1,.069
Swin Cash,2003,DET,F,33,1097,20.8,.523,.093,.498,7.8,10.6,22.8,2.1,1.7,17.1,26.5,3.0,1.9,4.9,.179
Iziane Castro Marques,2003,PHO,F-G,16,178,11.9,.437,.380,.254,4.0,4.4,11.5,2.0,0.5,11.2,24.5,0.0,0.1,0.1,.026
Tamika Catchings,2003,IND,F,34,1210,28.1,.566,.373,.357,9.2,15.7,22.0,3.6,2.7,14.7,28.9,6.1,2.0,8.0,.265
Kayte Christensen,2003,PHO,F,30,659,14.1,.521,.000,.516,11.0,12.5,5.3,2.2,2.2,16.5,17.6,0.8,1.0,1.9,.114
Courtney Coleman,2003,CON,F,20,141,9.1,.542,.000,1.500,6.8,9.4,1.3,3.2,1.2,28.1,16.0,-0.1,0.2,0.0,.011
Cynthia Cooper,2003,HOU,G,4,144,22.1,.636,.474,.737,1.9,4.7,30.8,1.7,0.6,21.8,23.2,0.7,0.2,0.8,.234
Sylvia Crawley,2003,SAS,F,33,564,7.5,.412,.000,.169,8.3,11.0,6.9,1.8,2.7,22.3,15.0,-0.8,0.6,-0.2,-0.012
Edniesha Curry,2003,PHO,G,20,205,6.3,.454,.629,.086,0.6,3.5,22.7,2.6,0.0,29.2,12.3,-0.2,0.2,0.0,.008
Stacey Dales,2003,WAS,F,34,998,14.6,.528,.537,.185,5.2,6.3,21.6,1.7,1.1,18.3,18.9,1.9,-0.2,1.7,.067
Grace Daley,2003,PHO,G,3,28,-1.8,.200,.400,.000,4.2,4.7,19.7,0.0,3.3,37.5,14.0,-0.1,0.0,-0.1,-0.194
Helen Darling,2003,CLE,G,34,832,9.3,.438,.497,.287,3.9,6.9,28.3,2.8,0.6,31.5,14.2,-0.5,1.2,0.7,.032
Anna DeForge,2003,PHO,G,34,1065,17.4,.523,.415,.193,3.6,6.5,15.4,2.8,1.0,12.0,20.3,2.3,1.5,3.7,.140
Tai Dillard,2003,SAS,G,24,168,2.7,.303,.354,.092,0.7,5.3,18.4,2.3,1.9,17.1,22.8,-0.8,0.2,-0.6,-0.140
Tamecka Dixon,2003,LAS,G,30,1042,15.6,.508,.143,.258,4.8,7.4,17.2,1.9,0.8,14.5,21.6,1.9,0.9,2.8,.106
Bethany Donaphin,2003,NYL,F-C,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.030
Katie Douglas,2003,CON,G-F,28,843,19.6,.553,.449,.248,4.7,7.6,13.7,2.1,1.1,8.4,19.2,2.9,0.5,3.4,.164
Margo Dydek,2003,SAS,C,34,926,20.9,.503,.003,.376,5.9,16.0,15.2,1.1,8.7,16.6,24.5,0.9,2.1,3.0,.131
Simone Edwards,2003,SEA,C,34,577,13.0,.495,.000,.418,12.4,14.9,5.1,1.0,1.3,16.3,16.3,0.8,0.6,1.4,.095
Teresa Edwards,2003,MIN,G-F,34,854,12.0,.488,.476,.238,3.8,8.1,30.7,2.8,1.1,33.1,15.8,0.0,0.9,0.9,.043
Shalonda Enis,2003,CHA,F-C,29,613,20.3,.568,.330,.410,14.4,14.1,5.9,3.0,0.3,15.6,22.3,2.2,0.6,2.8,.184
Barbara Farris,2003,DET,F-C,34,522,7.8,.501,.000,.636,7.3,9.4,7.7,1.0,0.6,24.4,14.8,0.0,0.6,0.6,.049
Allison Feaster,2003,CHA,F,34,1096,16.6,.512,.542,.206,4.8,7.1,15.0,3.0,0.8,14.9,23.0,2.4,0.7,3.2,.116
Marie Ferdinand-Harris,2003,SAS,G,34,1116,16.3,.487,.135,.581,3.0,6.7,17.7,2.9,0.4,15.0,23.9,1.5,1.2,2.7,.097
Ukari Figgs,2003,HOU,G,34,952,8.7,.557,.556,.177,1.6,5.7,15.6,1.6,0.1,30.6,10.5,0.2,1.1,1.3,.054
Cheryl Ford,2003,DET,F,32,956,17.5,.526,.000,.478,13.6,21.0,5.4,1.8,2.6,19.5,19.5,1.4,2.6,4.0,.166
La'Keshia Frett,2003,SAC,F,24,150,7.1,.376,.043,.043,7.4,9.7,15.4,0.8,1.8,17.3,18.5,-0.2,0.2,0.0,-0.004
Linda Frohlich,2003,NYL,F-C,26,214,17.0,.508,.181,.306,7.0,11.4,15.3,1.7,3.4,14.6,23.3,0.3,0.2,0.6,.104
Kelley Gibson,2003,HOU,F-G,26,209,5.8,.452,.571,.000,2.7,5.1,7.1,0.3,2.1,17.6,12.7,-0.1,0.2,0.1,.016
Jennifer Gillom,2003,LAS,F-C,33,397,11.1,.485,.268,.216,5.6,8.5,9.7,2.2,0.6,7.8,13.8,0.7,0.4,1.1,.115
Adrienne Goodson,2003,SAS,F,33,969,13.8,.462,.101,.286,9.2,11.2,16.9,1.4,0.5,17.5,23.6,0.2,0.7,0.9,.039
Shaunzinski Gortman,2003,MIN,G,25,200,9.4,.493,.408,.082,6.1,10.6,13.1,3.2,0.4,28.3,17.2,-0.2,0.3,0.1,.018
Yolanda Griffith,2003,SAC,C-F,34,1015,23.0,.564,.006,.572,11.2,15.4,9.6,3.2,3.4,15.3,23.2,3.4,2.9,6.3,.249
Lady Grooms,2003,SAC,F,34,470,10.1,.450,.009,.232,4.0,6.2,11.5,2.1,1.0,14.5,14.8,0.2,0.7,0.9,.074
Becky Hammon,2003,NYL,G,11,257,29.5,.771,.563,.471,0.5,5.5,17.2,2.3,0.4,20.4,26.8,1.6,0.2,1.8,.274
Lisa Harrison,2003,PHO,F,33,838,10.5,.454,.017,.285,5.9,9.2,8.8,2.0,0.7,14.4,13.8,0.3,1.1,1.3,.063
Kristi Harrower,2003,MIN,G,31,499,9.9,.475,.494,.149,2.4,5.2,25.1,2.1,0.5,29.6,12.9,0.1,0.2,0.3,.027
Tracy Henderson,2003,CLE,C,11,45,-2.8,.077,.000,.000,17.3,20.5,11.6,1.3,1.9,23.5,18.9,-0.3,0.1,-0.3,-0.230
Jessie Hicks,2003,CON,C-F,27,253,14.4,.538,.000,.313,10.9,11.5,4.9,2.5,3.1,22.2,22.5,0.2,0.3,0.4,.070
Chamique Holdsclaw,2003,WAS,F,27,948,27.1,.505,.073,.323,9.0,19.4,21.5,2.1,1.4,11.6,31.3,3.6,1.2,4.7,.200
Kedra Holland-Corn,2003,DET,G,34,694,19.0,.601,.534,.272,2.3,4.9,18.2,2.8,0.3,18.5,21.1,2.1,1.0,3.1,.179
Dalma Ivanyi,2003,PHO,G,4,34,4.7,.375,.250,.000,7.0,7.7,12.0,0.0,2.7,20.0,14.5,-0.1,0.0,0.0,-0.040
Niele Ivey,2003,IND,G,27,651,12.2,.547,.724,.147,1.0,3.4,20.2,2.7,1.0,18.5,11.7,1.2,0.2,1.4,.085
Deanna Jackson,2003,CLE,F,34,763,14.6,.535,.354,.354,6.3,7.7,13.7,1.6,1.5,12.6,17.2,2.0,0.8,2.8,.147
Gwen Jackson,2003,SAS,F,33,975,11.7,.445,.105,.308,10.6,12.4,4.4,0.9,1.4,12.4,17.9,0.4,0.7,1.1,.046
Lauren Jackson,2003,SEA,F-C,33,1109,32.1,.575,.234,.348,9.8,17.9,13.3,2.0,4.9,10.2,30.2,6.7,2.5,9.2,.333
Tamicha Jackson,2003,PHO,G,34,958,13.1,.405,.274,.058,3.0,5.6,33.9,3.2,0.4,17.0,22.9,-0.8,1.3,0.5,.022
Adrienne Johnson,2003,CON,G,34,584,9.4,.421,.251,.123,4.7,6.0,6.0,1.7,0.2,9.3,18.9,-0.1,0.1,0.0,.001
Chandra Johnson,2003,LAS,C,8,45,2.5,.444,1.000,.800,5.5,8.2,10.7,0.0,1.9,37.2,11.3,-0.1,0.0,0.0,-0.037
LaTonya Johnson,2003,SAS,F,31,279,2.4,.359,.324,.310,3.0,5.3,6.3,0.6,0.3,14.8,15.9,-0.5,0.0,-0.5,-0.068
Pollyanna Johns Kimbrough,2003,CLE,C,30,416,13.9,.571,.000,.540,9.7,13.0,8.9,1.7,2.1,19.6,11.7,0.7,0.6,1.3,.129
Shannon Johnson,2003,CON,G,34,1107,18.8,.533,.229,.536,4.2,7.3,35.2,2.3,0.2,21.3,22.1,2.6,0.7,3.3,.119
Tiffani Johnson,2003,HOU,C,22,359,10.2,.534,.000,.371,7.4,11.8,6.9,0.5,1.7,21.7,13.3,0.3,0.5,0.8,.084
Vickie Johnson,2003,NYL,G-F,32,1042,18.3,.558,.278,.267,3.9,6.2,16.0,1.7,0.6,12.5,22.0,3.2,0.4,3.6,.139
Asjha Jones,2003,WAS,F,34,748,14.3,.478,.061,.197,9.8,11.3,14.2,1.2,3.0,17.2,23.4,0.5,0.1,0.6,.032
Merlakia Jones,2003,CLE,G,34,672,8.3,.385,.066,.199,3.5,9.5,13.1,2.0,0.4,14.4,18.6,-0.7,0.9,0.2,.012
Zuzi Klimesova,2003,IND,F,1,3,18.1,.532,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,.346
Sheila Lambert,2003,DET,G,27,187,12.6,.518,.242,.621,7.0,9.0,14.3,1.5,0.0,25.7,27.8,0.0,0.2,0.2,.049
Amanda Lassiter,2003,SEA,F,32,733,10.7,.482,.468,.192,6.0,9.9,10.1,2.2,3.0,19.9,14.3,0.3,1.0,1.3,.072
Kara Lawson,2003,SAC,G,34,769,14.5,.538,.595,.176,4.8,8.8,14.1,1.1,0.6,14.7,17.9,1.5,1.1,2.6,.138
Betty Lennox,2003,CLE,G,34,560,11.5,.453,.383,.134,4.4,10.5,13.7,1.5,0.6,16.9,30.7,-0.7,0.7,0.1,.005
Lisa Leslie,2003,LAS,C,23,792,23.6,.491,.099,.357,11.8,17.9,13.2,2.2,6.8,13.1,29.7,1.3,1.9,3.2,.161
Tynesha Lewis,2003,CHA,G,23,234,16.2,.520,.210,.194,6.7,9.8,18.4,2.7,2.3,19.2,18.5,0.4,0.2,0.6,.111
Rebecca Lobo,2003,CON,C,25,297,4.4,.321,.318,.102,3.6,10.6,3.1,1.2,4.4,13.2,17.4,-0.9,0.3,-0.6,-0.081
Helen Luz,2003,WAS,G,20,165,14.6,.514,.755,.189,1.4,3.8,23.7,2.1,1.1,16.1,19.8,0.3,0.0,0.3,.080
Mwadi Mabika,2003,LAS,G,32,1042,15.4,.504,.273,.289,4.0,8.3,15.9,1.6,1.5,14.5,23.3,1.7,1.0,2.7,.104
Hamchetou Maiga-Ba,2003,SAC,F,22,190,9.7,.345,.000,.385,8.5,12.3,13.6,5.4,0.9,18.7,18.9,-0.5,0.6,0.1,.031
Sonja Mallory,2003,PHO,C,6,44,7.7,.506,.000,.222,10.8,14.9,0.0,1.3,8.4,37.8,17.7,-0.1,0.1,0.0,-0.035
Rhonda Mapp,2003,LAS,C,24,255,11.6,.502,.017,.067,12.5,16.3,4.4,1.5,2.0,16.3,13.7,0.3,0.4,0.6,.100
Stephanie White,2003,IND,G-F,28,577,14.9,.500,.486,.277,3.3,4.9,19.9,3.5,1.0,16.0,20.2,1.2,0.4,1.5,.105
Nikki McCray,2003,IND,G,34,734,7.2,.441,.232,.174,3.3,4.8,12.4,3.0,0.3,22.9,13.2,-0.3,0.3,-0.1,-0.004
Nicky McCrimmon,2003,LAS,G,33,299,12.7,.511,.190,.127,2.9,5.9,19.3,3.5,0.3,20.4,13.3,0.3,0.4,0.7,.090
Danielle McCulley,2003,SEA,C-F,7,26,-15.1,.167,.167,.000,0.0,2.5,0.0,0.0,0.0,40.0,19.1,-0.3,0.0,-0.3,-0.406
Teana Miller,2003,CHA,C,31,341,18.1,.573,.013,.397,15.4,18.5,3.9,2.6,6.4,22.8,18.1,0.6,0.6,1.2,.141
Taj McWilliams-Franklin,2003,CON,F-C,34,983,18.5,.512,.143,.339,9.5,14.0,10.1,2.5,2.9,13.5,19.8,2.1,1.4,3.5,.142
Chasity Melvin,2003,CLE,C-F,34,1061,19.5,.541,.033,.529,10.0,13.3,11.0,1.6,1.8,14.0,22.5,3.2,1.6,4.7,.178
Coco Miller,2003,WAS,G,33,1076,16.6,.509,.233,.139,6.0,7.4,16.3,2.1,0.6,11.6,20.4,2.5,0.0,2.5,.092
Kelly Miller,2003,CHA,G,34,523,15.7,.512,.311,.240,5.4,7.0,20.2,2.2,0.4,15.9,21.8,1.2,0.2,1.4,.104
Tausha Mills,2003,SAS,C,29,185,7.4,.463,.000,.633,17.6,17.5,8.0,1.2,0.9,26.9,21.8,-0.2,0.2,0.0,-0.008
DeLisha Milton-Jones,2003,LAS,F,31,1086,17.5,.532,.186,.436,6.7,12.4,11.3,2.5,3.2,16.8,20.5,2.0,1.9,3.9,.145
Jenny Mowe,2003,LAS,C,1,21,-6.5,.000,.000,.000,0.0,2.9,0.0,0.0,4.1,33.3,6.8,-0.1,0.0,-0.1,-0.163
Astou Ndiaye-Diatta,2003,DET,F,11,70,8.0,.457,.000,.095,9.4,12.0,2.8,2.3,1.1,29.1,20.3,-0.2,0.1,-0.1,-0.048
Deanna Nolan,2003,DET,G-F,32,954,17.3,.559,.365,.308,1.6,6.7,17.0,2.3,1.2,16.3,20.4,2.6,1.5,4.1,.171
Vanessa Nygaard,2003,LAS,F,11,168,9.5,.543,.472,.111,8.0,6.9,5.4,1.0,0.0,9.6,11.8,0.4,0.0,0.4,.095
Murriel Page,2003,WAS,F,34,850,10.2,.435,.055,.255,8.6,11.2,7.4,1.2,2.5,14.4,16.1,0.3,0.1,0.4,.019
Wendy Palmer,2003,CON,F,32,433,11.6,.468,.313,.190,8.0,14.8,7.5,1.4,0.6,18.0,21.9,-0.1,0.5,0.3,.031
Michaela Pavlickova,2003,PHO,F,8,29,7.5,.429,.000,.000,4.1,9.0,7.3,2.0,0.0,22.2,15.2,-0.1,0.0,0.0,-0.019
Ticha Penicheiro,2003,SAC,G,34,1089,12.0,.384,.293,.371,3.3,6.9,36.6,3.2,0.1,25.4,14.1,-0.1,2.1,2.1,.075
Jocelyn Penn,2003,WAS,F,30,288,12.8,.465,.167,.423,7.8,11.3,10.2,3.0,0.3,17.8,18.7,0.1,0.2,0.3,.036
Erin Perperoglou,2003,CHA,F,14,44,6.4,.461,.000,.500,6.5,6.3,13.5,0.0,0.0,17.0,13.9,0.0,0.0,0.0,.022
Bridget Pettis,2003,IND,G,31,148,9.4,.412,.519,.327,4.6,8.9,10.6,1.6,0.6,11.9,22.9,0.0,0.0,0.0,.011
Tari Phillips,2003,NYL,F-C,33,1033,16.5,.446,.014,.374,13.0,18.4,11.7,3.2,2.5,18.1,25.7,-0.4,2.1,1.7,.066
Plenette Pierson,2003,PHO,F,33,602,10.4,.447,.011,.571,7.3,8.7,7.8,1.8,2.0,15.9,21.5,-0.2,0.7,0.5,.034
Elaine Powell,2003,DET,G,33,938,15.7,.529,.086,.455,6.0,6.8,25.4,2.6,0.8,22.0,17.6,1.9,1.3,3.2,.136
Felicia Ragland,2003,PHO,G,3,39,-4.8,.194,.417,.167,0.0,3.4,9.3,3.0,0.0,18.9,20.0,-0.3,0.0,-0.2,-0.225
Semeka Randall,2003,SAS,G,33,339,4.9,.401,.011,.500,8.9,9.2,14.0,1.8,0.0,28.6,21.3,-1.2,0.2,-1.0,-0.113
Kristen Rasmussen,2003,IND,F,33,814,14.2,.520,.075,.195,7.4,9.8,15.9,1.8,1.7,18.1,16.4,1.4,0.3,1.7,.083
Tracy Reid,2003,PHO,F,2,12,7.3,.333,.000,.000,9.9,5.5,16.8,9.7,0.0,25.0,16.4,0.0,0.0,0.0,.022
Ruth Riley,2003,DET,C,34,995,15.6,.570,.000,.550,7.8,12.2,12.0,1.4,4.6,22.2,17.1,1.8,1.9,3.8,.151
Jennifer Rizzotti,2003,CLE,G,33,525,5.7,.373,.708,.222,1.0,5.3,22.1,1.6,0.0,30.7,10.9,-0.6,0.5,-0.2,-0.014
Crystal Robinson,2003,NYL,F,33,1078,16.0,.563,.515,.172,1.6,4.4,12.4,2.2,1.1,10.9,19.0,2.8,0.6,3.4,.127
Nykesha Sales,2003,CON,F-G,34,1106,19.7,.516,.244,.308,2.9,7.9,18.4,2.4,1.0,12.1,26.6,2.8,1.0,3.8,.138
Sheri Sam,2003,MIN,G-F,34,953,16.6,.460,.203,.292,6.5,9.9,18.7,2.3,0.5,10.6,23.2,2.1,0.8,3.0,.125
Nakia Sanford,2003,WAS,C-F,17,134,7.5,.502,.000,.500,8.8,12.1,1.5,1.3,1.3,22.3,22.4,-0.2,0.0,-0.1,-0.040
Kelly Schumacher,2003,IND,C,34,480,17.4,.522,.053,.160,11.3,14.4,9.4,0.9,4.6,15.0,22.3,1.0,0.3,1.3,.105
Georgia Schweitzer,2003,MIN,G-F,16,118,6.5,.441,.529,.000,8.0,10.1,10.1,1.5,0.7,32.0,10.3,-0.1,0.1,0.0,-0.005
K.B. Sharp,2003,NYL,G,30,398,12.0,.533,.338,.549,3.8,5.5,17.5,2.1,0.0,22.8,14.9,0.5,0.2,0.6,.064
Gergana Slavtcheva,2003,PHO,G,2,12,-11.9,.000,1.000,.000,0.0,0.0,14.4,0.0,0.0,33.3,12.3,-0.1,0.0,-0.1,-0.292
Aiysha Smith,2003,WAS,F,31,422,6.2,.385,.283,.283,5.9,9.6,4.3,1.5,1.9,16.2,18.2,-0.8,0.1,-0.7,-0.066
Charlotte Smith,2003,CHA,F,27,443,6.6,.417,.327,.367,7.4,9.4,8.1,1.4,0.4,17.4,16.2,-0.1,0.1,0.0,.002
Charmin Smith,2003,PHO,G,4,17,1.1,.000,1.000,.000,7.0,15.4,10.2,0.0,0.0,0.0,5.8,0.0,0.0,0.0,-0.033
Katie Smith,2003,MIN,G,34,1185,21.6,.599,.440,.314,4.6,7.7,15.3,1.2,0.4,11.5,24.1,6.3,0.4,6.8,.229
Tangela Smith,2003,SAC,C,34,986,17.9,.475,.115,.136,7.7,12.0,12.0,2.5,2.9,11.0,24.8,1.2,2.3,3.5,.142
Michelle Snow,2003,HOU,C,34,1025,18.2,.541,.004,.336,10.4,17.2,8.5,2.0,5.4,19.0,18.1,1.6,2.8,4.3,.169
Dawn Staley,2003,CHA,G,34,1086,14.8,.542,.333,.338,1.8,3.7,32.6,2.8,0.3,23.9,15.6,2.5,0.3,2.8,.104
Andrea Stinson,2003,CHA,G,34,1000,18.5,.530,.234,.246,4.0,9.7,22.7,3.0,0.5,17.4,22.4,2.3,1.1,3.4,.136
Jung Sun-Min,2003,SEA,C,17,118,6.9,.444,.219,.125,1.1,5.5,1.6,2.5,0.0,12.9,16.3,-0.1,0.1,0.1,.018
Tammy Sutton-Brown,2003,CHA,C,34,864,14.9,.492,.000,.562,12.0,16.1,3.8,1.4,5.3,16.9,21.0,1.0,1.1,2.1,.097
Sheryl Swoopes,2003,HOU,F-G,31,1084,23.6,.495,.182,.286,4.1,8.8,25.1,4.2,2.1,13.0,26.9,2.6,2.7,5.3,.195
Penny Taylor,2003,CLE,F,34,898,21.1,.521,.291,.279,6.4,10.9,20.3,2.5,1.0,13.6,24.7,2.6,1.5,4.1,.181
Nikki Teasley,2003,LAS,G,34,1189,17.9,.581,.573,.389,3.1,9.0,32.5,1.8,1.1,24.3,17.8,3.1,1.3,4.4,.149
LaToya Thomas,2003,CLE,F,32,852,19.3,.514,.020,.304,9.6,12.7,10.0,2.0,1.3,11.1,22.2,2.3,1.3,3.6,.168
Tina Thompson,2003,HOU,F,28,974,19.0,.500,.268,.244,5.6,11.4,11.3,1.1,2.1,12.8,28.8,1.5,1.6,3.0,.125
Erin Thorn,2003,NYL,G,23,181,8.8,.474,.786,.238,2.3,4.1,16.7,1.3,0.5,21.9,17.1,0.0,0.0,0.0,.002
Slobodanka Tuvic,2003,PHO,C,17,365,12.0,.466,.034,.397,10.1,12.0,7.2,1.6,3.8,19.0,22.6,-0.1,0.5,0.4,.047
Mfon Udoka,2003,HOU,F,25,251,11.6,.540,.016,.359,12.3,13.6,3.3,1.0,0.7,22.1,19.7,0.2,0.3,0.5,.080
Petra Ujhelyi,2003,DET,C,14,68,-5.6,.215,.000,.375,5.8,10.6,7.1,0.0,1.2,51.8,13.1,-0.4,0.1,-0.4,-0.206
Itoro Umoh-Coleman,2003,HOU,G,3,6,-6.6,,,,0.0,0.0,27.5,0.0,0.0,100.0,8.7,0.0,0.0,0.0,-0.194
