Player,Year,Team,Position,Games_Played,Min_Played,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Jasmine Hassell,2013,TOT,F,22,162,2.6,.312,.021,.362,7.1,7.2,9.0,1.4,0.5,11.4,17.8,-0.4,0.1,-0.3,-0.067
DeLisha Milton-Jones,2013,TOT,F,26,622,11.8,.455,.117,.296,6.5,10.1,14.5,1.6,1.3,15.3,20.0,0.1,0.3,0.4,.028
Kayla Pedersen,2013,TOT,F,34,431,11.5,.435,.010,.337,8.2,13.3,12.4,2.6,2.5,19.4,14.9,-0.1,0.6,0.5,.051
Samantha Prahalis,2013,TOT,G,11,109,1.6,.348,.200,.080,1.2,5.3,24.2,1.9,0.7,33.4,16.2,-0.4,0.0,-0.3,-0.119
Avery Warley-Talbert,2013,TOT,C,22,215,10.3,.463,.000,.244,13.3,18.1,1.5,2.0,2.4,19.5,11.7,0.1,0.4,0.5,.095
Farhiya Abdi,2014,LAS,F,17,142,5.7,.463,.159,.068,2.6,3.9,5.7,0.4,0.0,11.7,16.5,0.0,0.0,0.0,-0.006
Danielle Adams,2014,SAS,F-C,34,700,17.4,.507,.383,.238,7.0,12.4,8.8,1.7,2.7,10.5,27.3,1.1,0.5,1.6,.093
Matee Ajavon,2014,ATL,G,24,220,3.3,.389,.167,.537,5.1,4.7,10.8,2.5,0.4,24.8,17.3,-0.5,0.3,-0.2,-0.041
Kayla Alexander,2014,SAS,C,33,298,10.6,.513,.000,.408,10.6,13.7,3.3,0.7,2.6,19.7,17.5,0.2,0.1,0.3,.036
Jayne Appel-Marinelli,2014,SAS,C,34,843,13.6,.561,.008,.331,9.2,19.8,13.7,1.0,2.8,24.0,10.8,1.2,0.9,2.1,.101
Seimone Augustus,2014,MIN,G,24,749,18.4,.556,.108,.156,2.2,6.9,14.1,0.7,0.2,9.9,24.3,1.9,0.4,2.3,.122
Mistie Bass,2014,PHO,F,34,493,13.9,.548,.000,.421,10.7,13.2,5.6,1.7,1.9,15.1,15.2,0.9,0.9,1.8,.150
Vicki Baugh,2014,TUL,F-C,33,266,16.5,.624,.000,.393,15.1,21.1,3.1,2.2,2.0,19.6,13.5,0.7,0.2,0.9,.143
Alana Beard,2014,LAS,G-F,33,913,11.2,.506,.109,.183,2.5,5.8,14.8,2.1,1.3,17.5,16.9,0.3,0.9,1.2,.054
Alex Bentley,2014,CON,G,34,872,16.1,.491,.239,.122,0.9,4.0,27.9,2.6,0.3,13.8,24.6,1.4,0.8,2.2,.102
Tiffany Bias,2014,PHO,G,17,68,-0.2,.436,.333,.333,0.0,2.6,13.3,3.8,0.0,36.8,22.6,-0.4,0.1,-0.3,-0.150
Sue Bird,2014,SEA,G,33,963,12.6,.484,.338,.195,0.8,5.0,26.7,1.5,0.1,17.1,22.4,0.1,0.3,0.4,.018
Kelsey Bone,2014,CON,C,34,793,13.2,.477,.010,.214,8.1,13.7,10.7,1.5,1.6,16.8,22.0,0.1,1.0,1.1,.058
DeWanna Bonner,2014,PHO,G-F,34,994,16.5,.550,.306,.324,4.5,8.3,12.5,2.6,1.1,12.8,17.5,2.1,1.8,3.9,.159
Gennifer Brandon,2014,CHI,F,16,122,9.1,.362,.000,.394,11.0,19.4,4.0,1.3,4.2,20.5,18.2,-0.3,0.2,-0.1,-0.038
Kara Braxton,2014,NYL,C-F,4,31,12.2,.563,.000,.250,3.8,7.6,17.5,1.7,2.5,31.1,19.1,0.0,0.0,0.0,.021
Jessica Breland,2014,CHI,F,32,849,16.1,.491,.010,.184,9.0,14.9,13.1,1.8,5.0,18.1,20.8,0.1,1.5,1.6,.076
Rebekkah Brunson,2014,MIN,F,11,303,12.7,.438,.000,.259,11.4,17.7,8.4,0.5,2.1,10.0,15.2,0.3,0.4,0.7,.091
Heather Butler,2014,SAS,G,11,38,-7.4,.279,.667,.444,3.1,4.9,11.5,0.0,0.0,31.7,19.3,-0.2,0.0,-0.2,-0.257
Kelley Cain,2014,CON,C,8,45,6.9,.310,.000,.250,12.5,16.0,3.5,2.3,6.9,14.5,20.2,-0.1,0.1,0.0,-0.032
Essence Carson,2014,NYL,F-G,26,365,5.9,.417,.242,.121,2.9,6.9,10.7,1.3,0.9,20.0,16.4,-0.6,0.4,-0.3,-0.028
Sydney Carter,2014,IND,G,23,287,4.0,.390,.300,.388,2.5,4.6,18.1,1.5,0.9,26.1,20.4,-0.8,0.2,-0.7,-0.096
Tamika Catchings,2014,IND,F,16,430,25.8,.543,.188,.401,5.9,15.0,15.6,3.4,2.5,12.2,29.1,1.4,0.9,2.3,.216
Tina Charles,2014,NYL,C,34,1119,22.4,.509,.000,.307,9.3,16.8,14.0,2.1,2.1,11.7,27.0,2.2,2.3,4.4,.159
Karima Christmas-Kelly,2014,IND,G-F,34,736,13.2,.487,.348,.468,7.8,10.4,7.0,2.2,1.0,9.4,16.8,1.4,0.8,2.2,.119
Shameka Christon,2014,SAS,G,31,338,9.8,.497,.757,.140,3.1,7.3,3.0,1.1,0.9,6.6,16.8,0.3,0.0,0.4,.046
Layshia Clarendon,2014,IND,G,29,398,9.1,.456,.156,.197,3.7,6.7,16.0,1.5,0.0,17.4,18.7,-0.1,0.2,0.1,.014
Alysha Clark,2014,SEA,F,34,561,9.6,.525,.456,.184,6.1,8.6,6.5,1.6,1.4,15.1,14.0,0.4,0.4,0.7,.052
Courtney Clements,2014,CHI,G,33,376,8.3,.422,.232,.121,4.5,8.4,9.6,1.7,0.4,11.1,14.2,0.0,0.3,0.2,.025
Marissa Coleman,2014,IND,G-F,34,815,13.3,.511,.417,.221,4.2,8.7,8.6,1.8,1.1,11.9,19.2,1.3,0.8,2.0,.100
Nadia Colhado,2014,ATL,C,16,127,9.8,.488,.000,.167,3.5,13.0,1.4,2.0,3.7,15.1,17.9,-0.1,0.3,0.2,.061
Anna Cruz,2014,NYL,G,34,922,12.8,.517,.208,.165,1.8,7.5,23.3,2.5,0.8,22.1,16.2,0.2,1.4,1.6,.070
Monique Currie,2014,WAS,F,34,804,15.6,.519,.317,.534,4.5,11.6,11.8,2.4,0.5,13.2,21.6,1.5,1.6,3.1,.155
Damiris Dantas,2014,MIN,F,30,655,13.9,.562,.007,.360,8.9,13.8,8.2,1.2,1.3,13.0,13.0,1.5,0.8,2.3,.139
Elena Delle Donne,2014,CHI,G-F,16,408,28.4,.568,.259,.425,6.5,9.1,9.1,1.1,4.2,4.6,29.4,2.4,0.4,2.7,.268
Erika de Souza,2014,ATL,F-C,33,986,21.0,.574,.000,.290,11.1,16.5,7.2,1.9,3.7,12.8,19.8,2.9,2.2,5.0,.204
Skylar Diggins-Smith,2014,TUL,G,34,1192,21.3,.530,.212,.404,2.3,4.3,26.8,2.2,1.3,13.1,27.3,4.4,-0.2,4.2,.140
Stefanie Dolson,2014,WAS,C,34,627,12.6,.528,.017,.209,6.1,14.1,12.5,1.0,4.4,23.1,18.6,0.0,1.3,1.3,.083
Katie Douglas,2014,CON,G-F,32,1040,12.8,.500,.476,.282,2.7,6.1,11.3,1.5,1.0,14.5,20.5,1.3,0.8,2.1,.080
Celine Dumerc,2014,ATL,G,28,527,8.4,.420,.547,.379,3.4,6.1,30.8,2.9,0.3,34.4,13.7,-0.5,0.8,0.3,.023
Candice Dupree,2014,PHO,F,34,1062,21.1,.571,.000,.218,5.0,14.4,13.3,1.4,1.2,10.0,21.3,3.3,2.2,5.5,.209
Aaryn Ellenberg,2014,CHI,G,2,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.023
Kelly Faris,2014,CON,G,25,192,4.2,.374,.455,.303,3.5,9.0,6.9,0.8,0.8,15.8,10.1,-0.1,0.1,0.0,.007
Jamierra Faulkner,2014,CHI,G,34,694,11.6,.449,.185,.279,1.9,5.7,30.1,2.5,0.6,21.4,24.8,-0.8,0.6,-0.2,-0.014
Sylvia Fowles,2014,CHI,C,20,596,21.0,.603,.000,.449,9.2,19.7,3.4,2.4,5.1,20.2,21.2,1.0,1.5,2.5,.165
Markeisha Gatling,2014,CHI,C,29,319,12.5,.669,.000,.310,8.8,12.5,0.6,0.5,3.0,19.9,14.4,0.6,0.3,0.9,.115
Briana Gilbreath-Butler,2014,CON,G,6,36,-2.8,.167,.333,.000,0.0,8.3,0.0,1.5,2.2,25.0,9.7,-0.2,0.0,-0.1,-0.126
Sasha Goodlett,2014,CHI,C,34,440,10.2,.505,.000,.371,7.2,10.2,4.1,1.3,2.9,15.7,13.9,0.3,0.4,0.7,.061
Angel Goodrich,2014,TUL,G,28,181,5.7,.535,.083,.292,1.2,3.3,19.2,2.3,0.0,42.5,11.4,-0.2,-0.1,-0.3,-0.066
Kalana Greene,2014,WAS,G,20,78,9.8,.447,.133,.267,0.0,8.4,2.1,4.9,0.0,0.0,10.0,0.1,0.2,0.3,.130
Nikki Greene,2014,LAS,F-C,11,38,-5.9,.239,.000,.100,9.6,17.9,0.0,1.4,2.1,32.4,18.6,-0.3,0.1,-0.2,-0.207
Kelsey Griffin,2014,CON,F,31,594,12.2,.391,.189,.214,11.0,16.0,6.7,3.4,2.0,10.3,14.3,0.2,1.2,1.4,.091
Brittney Griner,2014,PHO,C,34,1045,25.5,.617,.000,.306,7.7,15.4,9.6,1.1,9.0,13.1,22.3,3.9,2.9,6.8,.259
Sandrine Gruda,2014,LAS,F-C,34,409,8.6,.435,.000,.300,11.9,15.4,7.4,1.7,1.0,23.4,21.5,-0.8,0.5,-0.3,-0.029
Becky Hammon,2014,SAS,G,32,784,14.3,.566,.541,.161,0.4,3.5,28.8,0.9,0.4,18.5,17.0,1.7,-0.2,1.6,.080
Lindsey Harding,2014,LAS,G,31,705,8.5,.390,.105,.200,2.4,4.8,21.3,2.4,0.1,16.5,17.8,-0.8,0.6,-0.1,-0.008
Bria Hartley,2014,WAS,G,34,921,10.2,.482,.331,.269,2.5,4.6,20.7,1.4,0.2,19.9,21.5,-0.1,0.9,0.7,.032
Jasmine Hassell,2014,IND,F,2,21,9.8,.600,.000,.000,0.0,0.0,9.3,7.7,0.0,28.6,15.4,0.0,0.0,0.0,.062
Tianna Hawkins,2014,WAS,F,34,360,15.4,.534,.143,.269,16.8,17.0,9.1,2.1,1.4,19.9,21.5,0.5,0.7,1.2,.129
Tiffany Hayes,2014,ATL,G,34,966,17.8,.589,.365,.476,3.6,6.0,14.9,1.8,0.7,9.7,18.3,3.8,1.2,4.9,.204
Aneika Henry-Morello,2014,ATL,F-C,34,435,14.9,.606,.000,.336,12.2,15.1,3.5,0.8,4.1,20.2,15.6,0.7,0.7,1.5,.135
Allison Hightower,2014,CON,G,14,335,12.1,.475,.260,.212,3.4,5.5,10.0,2.8,0.9,10.3,16.5,0.4,0.4,0.8,.094
Tayler Hill,2014,WAS,G,5,39,-2.1,.180,.538,.154,0.0,1.5,7.9,1.4,0.0,0.0,16.6,-0.2,0.0,-0.1,-0.144
Roneeka Hodges,2014,TUL,G,34,720,8.2,.455,.605,.157,2.9,4.9,10.2,1.2,0.5,9.2,13.3,0.8,-0.4,0.4,.021
Ebony Hoffman,2014,CON,F,8,68,4.7,.333,.056,.000,9.9,12.3,9.4,3.8,0.0,25.0,15.4,-0.2,0.1,-0.1,-0.042
Jordan Hooper,2014,TUL,F,34,646,9.1,.489,.729,.109,4.0,7.4,4.7,1.0,0.8,12.2,15.6,0.5,-0.3,0.3,.017
Charde Houston,2014,NYL,F,17,142,12.0,.494,.157,.255,5.0,7.0,13.5,3.4,3.3,20.9,23.2,-0.1,0.3,0.1,.037
Natasha Howard,2014,IND,F,34,576,13.3,.471,.005,.312,11.0,11.4,7.5,2.4,3.3,17.1,24.4,-0.2,0.8,0.6,.041
Tiffany Jackson-Jones,2014,TUL,F,7,71,7.3,.447,.000,.267,4.7,10.8,2.2,2.9,1.1,19.3,12.8,0.0,0.0,0.0,-0.006
Briann January,2014,IND,G,31,895,13.1,.508,.333,.266,1.6,3.5,24.2,2.3,0.8,18.4,20.0,1.1,0.7,1.7,.077
Chucky Jeffery,2014,NYL,,15,72,9.5,.400,.059,.235,4.9,12.3,7.1,4.4,1.1,17.6,14.5,-0.1,0.2,0.1,.033
Anete Jekabsone-Zogota,2014,PHO,G,32,341,4.0,.429,.505,.103,0.8,3.0,13.0,0.8,0.0,19.1,17.3,-0.5,0.3,-0.2,-0.028
Glory Johnson,2014,TUL,F,33,1070,18.0,.521,.008,.475,9.9,16.8,7.6,2.2,0.9,15.7,22.6,2.0,0.6,2.6,.099
Shenise Johnson,2014,SAS,G,30,537,14.8,.488,.253,.206,6.6,11.4,13.6,2.9,0.4,14.7,18.9,0.5,0.4,0.9,.068
Temeka Johnson,2014,SEA,G,34,578,13.6,.453,.248,.188,1.8,8.3,36.3,2.3,0.3,19.5,23.2,-0.2,0.5,0.3,.024
Lynetta Kizer,2014,IND,F,31,280,11.1,.450,.000,.171,12.6,17.0,1.5,1.7,2.4,15.9,26.0,-0.3,0.4,0.1,.013
Ewelina Kobryn,2014,PHO,C,20,137,3.9,.361,.114,.514,5.7,9.5,3.2,2.3,1.1,12.3,16.8,-0.3,0.3,0.0,-0.002
Jennifer Lacy,2014,TUL,F,34,357,6.0,.477,.532,.279,5.6,8.3,5.0,0.9,0.9,18.3,18.7,-0.1,-0.1,-0.3,-0.029
Natasha Lacy,2014,NYL,G,11,82,16.2,.485,.143,.571,0.0,6.5,20.4,7.1,0.0,14.6,11.5,0.1,0.2,0.3,.143
Crystal Langhorne,2014,SEA,F,34,983,18.7,.598,.010,.362,7.7,17.0,7.4,1.2,1.0,15.7,21.8,2.1,1.1,3.2,.128
Erlana Larkins,2014,IND,F,33,1044,20.3,.637,.000,.493,11.5,18.4,14.9,3.3,2.1,22.7,14.4,2.9,2.2,5.1,.196
Ivory Latta,2014,WAS,G,34,1079,14.5,.554,.607,.254,1.9,4.5,19.0,1.2,0.1,14.4,19.8,2.5,0.9,3.5,.129
Jantel Lavender,2014,LAS,C,34,963,17.1,.560,.015,.206,8.3,13.6,9.3,0.9,2.2,15.5,20.2,1.7,1.1,2.8,.117
Kara Lawson,2014,WAS,G,28,610,12.0,.501,.473,.170,2.2,7.9,20.1,0.7,0.1,15.2,17.6,0.8,0.6,1.4,.092
Tricia Liston,2014,MIN,F,25,181,11.6,.567,.667,.133,2.1,9.2,6.5,0.3,1.3,5.9,12.9,0.4,0.1,0.5,.114
Camille Little,2014,SEA,F,33,1017,14.8,.553,.245,.408,5.2,9.3,10.3,1.8,1.1,17.2,22.5,1.1,0.8,1.9,.076
Maggie Lucas,2014,IND,G,30,310,11.1,.491,.637,.225,1.2,5.3,11.8,1.4,1.3,8.9,18.4,0.5,0.2,0.8,.098
Sancho Lyttle,2014,ATL,F,34,1064,18.7,.487,.028,.205,8.9,16.3,13.4,3.5,1.5,10.3,19.1,1.9,2.8,4.7,.175
Kayla McBride,2014,SAS,G,34,884,17.4,.527,.380,.240,2.9,5.5,12.2,2.0,0.4,9.1,24.3,2.0,0.2,2.2,.099
Janel McCarville,2014,MIN,F-C,34,920,14.5,.514,.103,.278,5.3,10.6,17.3,2.3,2.5,18.1,16.0,1.0,1.4,2.5,.107
Angel McCoughtry,2014,ATL,F-G,31,972,19.7,.510,.214,.330,6.1,9.5,21.8,3.8,1.0,17.1,29.9,1.3,2.1,3.4,.138
Danielle McCray,2014,CON,F,18,208,-0.3,.282,.107,.250,4.9,7.5,10.3,2.8,0.4,28.7,18.3,-1.1,0.2,-0.9,-0.166
Nadirah McKenith,2014,MIN,G,6,24,5.5,.410,.000,.500,0.0,9.9,5.7,2.2,0.0,17.0,11.3,0.0,0.0,0.0,.020
Shanece McKinney,2014,NYL,C-F,24,164,10.8,.453,.000,.632,12.9,12.2,7.3,0.6,1.9,11.0,15.3,0.2,0.2,0.3,.077
Emma Meesseman,2014,WAS,C,34,931,20.2,.560,.007,.196,10.6,13.9,17.8,2.8,2.7,16.7,18.3,2.4,2.1,4.5,.192
Jelena Milovanovic,2014,WAS,F-C,16,181,9.7,.490,.359,.266,5.5,7.9,9.2,1.5,0.4,20.1,23.0,-0.1,0.2,0.1,.021
Alex Montgomery,2014,NYL,G-F,34,745,8.8,.503,.380,.094,5.5,10.5,7.8,1.7,0.6,18.0,13.4,0.1,1.0,1.1,.061
Renee Montgomery,2014,CON,G,33,536,13.4,.490,.507,.191,1.1,2.8,25.5,2.0,0.3,16.3,22.1,0.7,0.3,1.0,.074
Lindsey Moore,2014,MIN,G,12,102,6.6,.368,.600,.400,0.0,5.3,18.4,2.1,0.0,14.5,9.3,0.0,0.1,0.1,.039
Maya Moore,2014,MIN,F,34,1181,29.4,.586,.302,.295,7.8,13.9,18.6,2.8,1.9,10.4,30.1,6.2,2.2,8.3,.283
Darxia Morris,2014,LAS,G,4,31,-0.4,.231,.385,.000,7.9,6.0,14.7,3.4,0.0,13.3,22.1,-0.2,0.0,-0.1,-0.175
Shay Murphy,2014,PHO,G,27,326,15.8,.517,.337,.261,6.3,8.2,14.3,2.9,0.4,7.2,16.0,0.9,0.6,1.4,.177
Astou Ndour,2014,SAS,C,8,35,12.5,.447,.158,.000,13.4,15.9,0.0,0.0,4.5,13.6,29.3,-0.1,0.0,-0.1,-0.059
Chiney Ogwumike,2014,CON,F,31,921,23.7,.570,.000,.348,14.9,17.1,4.3,2.0,3.1,12.3,22.8,3.4,1.5,4.9,.213
Nneka Ogwumike,2014,LAS,F,33,911,24.5,.582,.026,.321,8.8,15.8,10.2,3.3,1.4,13.2,25.9,3.1,1.8,4.9,.217
Jenna O'Hea,2014,SEA,F,29,389,13.5,.577,.615,.085,4.8,6.5,14.8,1.7,1.9,16.5,18.4,0.6,0.2,0.8,.086
Inga Orekhova,2014,ATL,G,2,13,-9.3,.000,.600,.000,0.0,4.4,0.0,0.0,11.9,0.0,16.5,-0.1,0.0,-0.1,-0.289
Courtney Paris,2014,TUL,C,34,940,20.3,.573,.000,.293,16.2,21.8,6.8,1.6,2.9,11.6,14.4,3.2,0.7,3.9,.166
Candace Parker,2014,LAS,F,30,995,26.1,.550,.134,.338,3.5,13.3,24.0,2.8,3.3,12.8,28.0,3.2,2.0,5.2,.211
Kayla Pedersen,2014,CON,F,31,310,6.5,.439,.000,.500,8.4,13.9,4.8,1.2,1.0,23.8,9.5,-0.1,0.3,0.3,.032
Jia Perkins,2014,SAS,G,23,520,22.0,.555,.393,.157,2.5,6.2,14.4,3.5,0.8,7.8,25.2,1.6,0.4,2.0,.157
Devereaux Peters,2014,MIN,F,28,504,12.5,.468,.000,.156,7.8,12.2,14.2,2.3,4.5,18.7,14.6,0.2,0.9,1.1,.089
Erin Phillips,2014,PHO,G,33,617,12.9,.590,.531,.218,2.1,5.2,17.6,1.9,0.1,19.5,15.3,1.1,0.8,1.9,.125
Plenette Pierson,2014,NYL,F,33,573,14.5,.552,.017,.523,6.2,10.6,12.2,1.3,0.5,17.5,21.1,1.0,0.7,1.7,.116
Theresa Plaisance,2014,TUL,F,19,89,3.4,.276,.250,.200,7.5,10.0,8.1,2.3,4.3,12.1,12.2,-0.1,0.0,-0.1,-0.032
Cappie Pondexter,2014,NYL,G,34,1052,14.1,.473,.200,.323,2.5,6.4,23.7,1.7,0.3,15.8,24.6,0.1,1.1,1.3,.048
Nicole Powell,2014,SEA,F,26,339,5.6,.384,.754,.130,4.7,9.2,3.5,3.3,0.7,13.1,12.2,-0.4,0.4,0.0,-0.001
Samantha Prahalis,2014,LAS,G,2,21,0.8,.500,.250,.000,0.0,8.8,0.0,0.0,0.0,20.0,10.9,0.0,0.0,0.0,-0.021
Armintie Herrington,2014,LAS,G,34,789,10.5,.484,.008,.285,6.3,7.3,12.5,3.4,0.6,19.3,9.9,0.5,1.0,1.5,.076
Epiphanny Prince,2014,CHI,G,26,840,18.7,.518,.305,.402,2.3,5.3,21.2,3.0,1.0,10.9,23.0,2.2,0.9,3.0,.143
Allie Quigley,2014,CHI,G,34,842,14.4,.544,.327,.179,2.0,5.1,14.4,1.4,0.6,15.1,22.3,1.1,0.4,1.5,.069
Noelle Quinn,2014,SEA,G,32,483,12.1,.462,.256,.207,3.8,11.0,16.0,1.9,0.5,12.0,15.3,0.3,0.4,0.8,.063
Angel Robinson,2014,SEA,F-C,25,179,11.0,.608,.000,.250,8.1,13.3,7.5,1.8,3.6,30.0,17.5,0.0,0.2,0.2,.043
Danielle Robinson,2014,SAS,G,33,1091,17.0,.525,.019,.283,2.4,6.5,28.4,2.7,0.4,16.3,20.7,2.3,0.6,2.9,.108
Sugar Rodgers,2014,NYL,G,34,564,11.4,.452,.407,.240,2.9,7.3,14.1,2.2,1.4,12.8,21.1,-0.1,0.8,0.7,.049
Waltiea Rolle,2014,SEA,C,6,66,16.4,.735,.000,.200,10.0,19.1,5.6,1.7,0.0,15.5,9.6,0.2,0.1,0.3,.176
Tierra Ruffin-Pratt,2014,WAS,G,34,550,10.8,.444,.130,.286,5.8,10.7,13.7,2.4,0.5,14.3,17.1,0.1,1.0,1.1,.079
Shoni Schimmel,2014,ATL,G,34,725,12.2,.488,.558,.090,2.8,6.0,28.5,1.8,0.3,22.3,22.0,0.0,0.9,0.8,.047
Odyssey Sims,2014,TUL,G,34,1169,17.8,.510,.275,.289,2.7,4.8,21.9,2.0,0.6,11.3,23.6,3.4,-0.3,3.1,.107
Shekinna Stricklen,2014,SEA,F-G,33,578,13.7,.563,.610,.130,2.1,7.9,7.9,1.9,0.4,11.3,20.4,0.8,0.4,1.2,.082
Diana Taurasi,2014,PHO,G,33,1018,21.2,.604,.451,.401,1.3,7.3,30.4,1.1,0.7,16.4,24.6,4.2,1.4,5.6,.222
Asia Taylor,2014,MIN,G,22,173,10.1,.593,.000,.600,8.8,10.3,8.8,1.2,0.0,24.0,17.7,0.2,0.1,0.4,.083
Penny Taylor,2014,PHO,F,33,773,20.6,.610,.353,.441,2.3,7.9,21.4,2.7,1.4,16.7,20.8,2.6,1.5,4.1,.214
Alyssa Thomas,2014,CON,F,34,927,14.6,.502,.021,.395,7.7,11.2,9.5,2.0,0.5,14.5,18.8,1.4,1.0,2.4,.102
Jasmine Thomas,2014,ATL,G,34,594,6.7,.395,.249,.222,3.4,6.7,14.4,1.4,0.7,15.5,17.7,-0.6,0.7,0.1,.006
Krystal Thomas,2014,IND,C,21,176,13.1,.536,.000,.424,10.4,16.9,8.2,1.2,7.0,23.5,13.5,0.1,0.3,0.4,.094
Amanda Thompson,2014,ATL,F,21,174,10.1,.436,.000,.333,12.9,14.7,8.6,1.4,4.4,22.5,13.1,0.0,0.3,0.3,.075
Kristi Toliver,2014,LAS,G,27,770,16.6,.565,.450,.196,1.3,4.6,23.9,2.0,0.1,14.0,19.5,2.0,0.6,2.6,.136
Courtney Vandersloot,2014,CHI,G,18,452,12.6,.482,.205,.205,2.1,5.0,37.0,2.4,1.1,26.9,17.6,0.0,0.4,0.4,.033
Kia Vaughn,2014,WAS,C,33,795,15.0,.473,.007,.139,9.3,15.4,9.7,2.1,1.4,13.1,21.1,0.4,1.7,2.0,.103
Avery Warley-Talbert,2014,NYL,C,28,443,10.2,.546,.000,.319,12.2,14.0,1.6,1.2,1.8,20.7,14.0,0.4,0.6,1.0,.087
Lindsay Whalen,2014,MIN,G,34,1040,20.4,.541,.027,.405,2.6,8.1,29.9,1.5,0.2,12.3,22.3,3.6,0.9,4.5,.174
Tan White,2014,MIN,G,34,604,9.1,.491,.413,.144,2.3,6.1,9.4,2.6,0.7,15.4,15.3,0.1,0.7,0.8,.051
Davellyn Whyte,2014,SAS,G,2,10,-14.7,.000,.333,.000,0.0,0.0,14.0,5.3,0.0,25.0,18.6,-0.1,0.0,-0.1,-0.393
Candice Wiggins,2014,LAS,G,17,237,2.2,.279,.500,.104,4.1,5.2,9.4,2.6,1.0,16.6,11.6,-0.5,0.2,-0.3,-0.044
Riquna Williams,2014,TUL,G,11,174,16.0,.503,.391,.217,3.2,6.8,13.2,4.5,0.9,16.6,22.8,0.1,0.1,0.3,.063
Monica Wright,2014,MIN,G,24,441,10.5,.491,.145,.339,1.7,7.0,17.2,2.0,1.5,20.2,18.6,-0.1,0.5,0.5,.042
Tanisha Wright,2014,SEA,G,29,740,11.9,.505,.094,.432,2.5,6.1,25.6,2.0,0.4,21.1,19.3,0.4,0.4,0.8,.046
Sophia Young-Malcolm,2014,SAS,F,34,823,16.2,.502,.016,.298,8.8,11.8,11.0,2.4,0.6,8.6,17.2,1.8,0.5,2.3,.111
Tamera Young,2014,CHI,F,34,937,9.2,.456,.000,.239,4.8,10.6,7.3,1.3,0.4,9.8,13.5,0.4,0.8,1.2,.049
Toni Young,2014,NYL,F,8,38,7.6,.369,.000,.500,3.1,9.3,4.4,1.4,4.1,0.0,14.8,0.0,0.1,0.1,.055
Shavonte Zellous,2014,IND,G,34,931,13.4,.508,.257,.348,2.9,6.4,14.8,1.4,1.4,13.0,21.0,1.6,0.7,2.2,.095
Swin Cash,2014,TOT,F,32,389,4.7,.372,.176,.361,4.2,9.0,13.8,1.6,1.0,21.9,18.4,-1.0,0.5,-0.5,-0.050
DeLisha Milton-Jones,2014,TOT,F,21,343,9.3,.447,.099,.207,3.8,8.4,10.8,1.4,2.0,14.8,20.7,-0.3,0.5,0.2,.018
Farhiya Abdi,2015,LAS,F,18,237,5.4,.420,.418,.089,2.8,7.8,6.5,1.6,0.7,13.7,19.6,-0.4,0.1,-0.3,-0.046
Natalie Achonwa,2015,IND,C,28,484,18.9,.594,.000,.394,9.8,12.4,7.0,1.5,2.2,16.5,21.0,1.4,0.6,2.0,.162
Danielle Adams,2015,SAS,F-C,30,482,15.7,.521,.356,.272,7.9,12.2,6.2,1.5,1.4,14.7,24.1,0.4,0.4,0.8,.066
Matee Ajavon,2015,ATL,G,33,580,13.7,.500,.110,.448,4.2,8.5,23.4,4.1,0.7,23.5,18.9,0.3,0.8,1.1,.074
Kayla Alexander,2015,SAS,C,29,358,10.8,.462,.000,.382,9.3,15.6,3.2,0.9,5.0,18.8,16.6,-0.2,0.5,0.2,.024
Rebecca Allen,2015,NYL,F,2,34,7.4,.300,.400,.000,7.0,15.6,0.0,4.7,5.0,23.1,17.5,-0.2,0.1,0.0,-0.032
Jayne Appel-Marinelli,2015,SAS,C,30,673,9.8,.427,.039,.333,6.5,16.3,10.6,1.8,4.2,25.5,10.8,-0.6,1.1,0.6,.034
Seimone Augustus,2015,MIN,G,16,481,16.0,.482,.106,.119,2.2,5.6,15.6,1.0,0.8,7.6,24.1,0.7,0.5,1.2,.100
Valeriane Ayayi,2015,SAS,F,16,147,7.0,.362,.438,.146,6.2,11.2,7.7,2.9,2.5,15.0,19.0,-0.4,0.2,-0.2,-0.052
Mistie Bass,2015,PHO,F,33,458,17.6,.530,.009,.404,11.0,13.0,9.5,3.1,4.1,14.1,15.8,0.9,1.0,1.9,.166
Vicki Baugh,2015,TUL,F-C,34,533,14.5,.529,.007,.418,10.1,15.3,7.0,1.8,1.8,19.9,18.1,0.6,0.5,1.2,.089
Alana Beard,2015,LAS,G-F,15,365,13.9,.522,.110,.100,1.1,7.3,18.4,2.6,1.5,16.1,16.6,0.3,0.4,0.7,.075
Alex Bentley,2015,CON,G,25,749,17.4,.496,.334,.153,0.2,4.1,12.9,3.5,0.5,7.3,24.7,1.4,0.7,2.1,.112
Tiffany Bias,2015,PHO,G,15,95,6.6,.442,.414,.207,0.0,1.3,20.3,1.1,0.0,15.9,19.1,-0.1,0.0,0.0,-0.009
Sue Bird,2015,SEA,G,27,773,13.7,.462,.297,.176,0.8,5.1,36.4,1.6,0.2,18.0,22.9,-0.1,0.4,0.3,.013
Abby Bishop,2015,SEA,F,26,509,9.0,.480,.519,.096,1.8,11.0,8.8,2.0,3.2,16.6,16.0,-0.4,0.7,0.3,.024
